@RELATION DepthMaps 
@ATTRIBUTE shape_context0 numeric
@ATTRIBUTE shape_context1 numeric
@ATTRIBUTE shape_context2 numeric
@ATTRIBUTE shape_context3 numeric
@ATTRIBUTE shape_context4 numeric
@ATTRIBUTE shape_context5 numeric
@ATTRIBUTE shape_context6 numeric
@ATTRIBUTE shape_context7 numeric
@ATTRIBUTE shape_context8 numeric
@ATTRIBUTE shape_context9 numeric
@ATTRIBUTE shape_context10 numeric
@ATTRIBUTE shape_context11 numeric
@ATTRIBUTE shape_context12 numeric
@ATTRIBUTE shape_context13 numeric
@ATTRIBUTE shape_context14 numeric
@ATTRIBUTE shape_context15 numeric
@ATTRIBUTE shape_context16 numeric
@ATTRIBUTE shape_context17 numeric
@ATTRIBUTE shape_context18 numeric
@ATTRIBUTE shape_context19 numeric
@ATTRIBUTE shape_context20 numeric
@ATTRIBUTE shape_context21 numeric
@ATTRIBUTE shape_context22 numeric
@ATTRIBUTE shape_context23 numeric
@ATTRIBUTE shape_context24 numeric
@ATTRIBUTE shape_context25 numeric
@ATTRIBUTE shape_context26 numeric
@ATTRIBUTE shape_context27 numeric
@ATTRIBUTE shape_context28 numeric
@ATTRIBUTE shape_context29 numeric
@ATTRIBUTE shape_context30 numeric
@ATTRIBUTE shape_context31 numeric
@ATTRIBUTE shape_context32 numeric
@ATTRIBUTE shape_context33 numeric
@ATTRIBUTE shape_context34 numeric
@ATTRIBUTE shape_context35 numeric
@ATTRIBUTE shape_context36 numeric
@ATTRIBUTE shape_context37 numeric
@ATTRIBUTE shape_context38 numeric
@ATTRIBUTE shape_context39 numeric
@ATTRIBUTE shape_context40 numeric
@ATTRIBUTE shape_context41 numeric
@ATTRIBUTE shape_context42 numeric
@ATTRIBUTE shape_context43 numeric
@ATTRIBUTE shape_context44 numeric
@ATTRIBUTE shape_context45 numeric
@ATTRIBUTE shape_context46 numeric
@ATTRIBUTE shape_context47 numeric
@ATTRIBUTE shape_context48 numeric
@ATTRIBUTE shape_context49 numeric
@ATTRIBUTE shape_context50 numeric
@ATTRIBUTE shape_context51 numeric
@ATTRIBUTE shape_context52 numeric
@ATTRIBUTE shape_context53 numeric
@ATTRIBUTE shape_context54 numeric
@ATTRIBUTE shape_context55 numeric
@ATTRIBUTE shape_context56 numeric
@ATTRIBUTE shape_context57 numeric
@ATTRIBUTE shape_context58 numeric
@ATTRIBUTE shape_context59 numeric
@ATTRIBUTE shape_context60 numeric
@ATTRIBUTE shape_context61 numeric
@ATTRIBUTE shape_context62 numeric
@ATTRIBUTE shape_context63 numeric
@ATTRIBUTE shape_context64 numeric
@ATTRIBUTE shape_context65 numeric
@ATTRIBUTE shape_context66 numeric
@ATTRIBUTE shape_context67 numeric
@ATTRIBUTE shape_context68 numeric
@ATTRIBUTE shape_context69 numeric
@ATTRIBUTE shape_context70 numeric
@ATTRIBUTE shape_context71 numeric
@ATTRIBUTE shape_context72 numeric
@ATTRIBUTE shape_context73 numeric
@ATTRIBUTE shape_context74 numeric
@ATTRIBUTE shape_context75 numeric
@ATTRIBUTE shape_context76 numeric
@ATTRIBUTE shape_context77 numeric
@ATTRIBUTE shape_context78 numeric
@ATTRIBUTE shape_context79 numeric
@ATTRIBUTE shape_context80 numeric
@ATTRIBUTE shape_context81 numeric
@ATTRIBUTE shape_context82 numeric
@ATTRIBUTE shape_context83 numeric
@ATTRIBUTE shape_context84 numeric
@ATTRIBUTE shape_context85 numeric
@ATTRIBUTE shape_context86 numeric
@ATTRIBUTE shape_context87 numeric
@ATTRIBUTE shape_context88 numeric
@ATTRIBUTE shape_context89 numeric
@ATTRIBUTE shape_context90 numeric
@ATTRIBUTE shape_context91 numeric
@ATTRIBUTE shape_context92 numeric
@ATTRIBUTE shape_context93 numeric
@ATTRIBUTE shape_context94 numeric
@ATTRIBUTE shape_context95 numeric
@ATTRIBUTE shape_context96 numeric
@ATTRIBUTE shape_context97 numeric
@ATTRIBUTE shape_context98 numeric
@ATTRIBUTE shape_context99 numeric
@ATTRIBUTE shape_context100 numeric
@ATTRIBUTE shape_context101 numeric
@ATTRIBUTE shape_context102 numeric
@ATTRIBUTE shape_context103 numeric
@ATTRIBUTE shape_context104 numeric
@ATTRIBUTE shape_context105 numeric
@ATTRIBUTE shape_context106 numeric
@ATTRIBUTE shape_context107 numeric
@ATTRIBUTE shape_context108 numeric
@ATTRIBUTE shape_context109 numeric
@ATTRIBUTE shape_context110 numeric
@ATTRIBUTE shape_context111 numeric
@ATTRIBUTE shape_context112 numeric
@ATTRIBUTE shape_context113 numeric
@ATTRIBUTE shape_context114 numeric
@ATTRIBUTE shape_context115 numeric
@ATTRIBUTE shape_context116 numeric
@ATTRIBUTE shape_context117 numeric
@ATTRIBUTE shape_context118 numeric
@ATTRIBUTE shape_context119 numeric
@ATTRIBUTE shape_context120 numeric
@ATTRIBUTE shape_context121 numeric
@ATTRIBUTE shape_context122 numeric
@ATTRIBUTE shape_context123 numeric
@ATTRIBUTE shape_context124 numeric
@ATTRIBUTE shape_context125 numeric
@ATTRIBUTE shape_context126 numeric
@ATTRIBUTE shape_context127 numeric
@ATTRIBUTE shape_context128 numeric
@ATTRIBUTE shape_context129 numeric
@ATTRIBUTE shape_context130 numeric
@ATTRIBUTE shape_context131 numeric
@ATTRIBUTE shape_context132 numeric
@ATTRIBUTE shape_context133 numeric
@ATTRIBUTE shape_context134 numeric
@ATTRIBUTE shape_context135 numeric
@ATTRIBUTE shape_context136 numeric
@ATTRIBUTE shape_context137 numeric
@ATTRIBUTE shape_context138 numeric
@ATTRIBUTE shape_context139 numeric
@ATTRIBUTE shape_context140 numeric
@ATTRIBUTE shape_context141 numeric
@ATTRIBUTE shape_context142 numeric
@ATTRIBUTE shape_context143 numeric
@ATTRIBUTE class { A B C D E F G H I J  } 

 @DATA 
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.065754,0.012937,0.000000,0.000000,0.071146,0.000770,0.000000,0.000000,0.067407,0.000000,0.000000,0.000000,0.072706,0.000000,0.000000,0.000000,0.153444,0.060079,0.000000,0.000000,0.070131,0.090725,0.000000,0.000000,0.069981,0.086798,0.000000,0.000000,0.170720,0.007403,0.000000,0.000000,0.000264,0.000000,0.000000,0.000000,0.000528,0.000000,0.000000,0.000000,0.000469,0.000000,0.000000,0.000000,0.000176,0.000000,0.000000,0.000000,0.053917,0.015923,0.000000,0.000000,0.027467,0.042755,0.000000,0.000000,0.034211,0.024349,0.000000,0.000000,0.064542,0.004614,0.000000,0.000000,0.164498,0.040350,0.000000,0.000000,0.012922,0.159337,0.000000,0.000000,0.026744,0.141401,0.000000,0.000000,0.148028,0.037505,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056260,0.021541,0.000000,0.000000,0.052313,0.018198,0.000000,0.000000,0.054028,0.011199,0.000000,0.000000,0.070323,0.007573,0.000000,0.000000,0.183812,0.034992,0.000000,0.000000,0.045353,0.115280,0.000000,0.000000,0.059839,0.101038,0.000000,0.000000,0.146306,0.021946,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054111,0.024659,0.000000,0.000000,0.048933,0.023151,0.000000,0.000000,0.059685,0.006087,0.000000,0.000000,0.072132,0.003739,0.000000,0.000000,0.158252,0.050249,0.000000,0.000000,0.029468,0.134609,0.000000,0.000000,0.063852,0.095095,0.000000,0.000000,0.155064,0.020915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057152,0.022957,0.000000,0.000000,0.054949,0.016671,0.000000,0.000000,0.055581,0.010146,0.000000,0.000000,0.068493,0.010013,0.000000,0.000000,0.175949,0.039117,0.000000,0.000000,0.047124,0.113981,0.000000,0.000000,0.070850,0.089771,0.000000,0.000000,0.140686,0.026561,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000016,0.000000,0.000000,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052434,0.022791,0.000000,0.000026,0.031965,0.040573,0.000000,0.000000,0.041588,0.028161,0.000000,0.000000,0.048514,0.027415,0.000000,0.000000,0.170311,0.044546,0.000000,0.000000,0.031917,0.129236,0.000000,0.000000,0.099027,0.065385,0.000000,0.000000,0.118983,0.047075,0.000000,B
0.000000,0.000024,0.000000,0.000000,0.000000,0.000036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.052690,0.017131,0.000000,0.000000,0.037251,0.029232,0.000000,0.000000,0.056903,0.010552,0.000000,0.000000,0.060397,0.017959,0.000000,0.000000,0.178790,0.042137,0.000000,0.000000,0.035090,0.132138,0.000000,0.000000,0.120206,0.043902,0.000000,0.000000,0.125248,0.040313,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000025,0.000000,0.000000,0.000000,0.000087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056704,0.018243,0.000000,0.000000,0.035802,0.035914,0.000000,0.000000,0.012750,0.053137,0.000000,0.000000,0.036672,0.034559,0.000000,0.000000,0.201787,0.015012,0.000000,0.000000,0.016776,0.143194,0.000000,0.000000,0.039729,0.133688,0.000000,0.000000,0.094904,0.071019,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067650,0.009798,0.000000,0.000000,0.058752,0.008117,0.000000,0.000000,0.063687,0.002978,0.000000,0.000000,0.071996,0.002882,0.000000,0.000000,0.182296,0.030859,0.000000,0.000000,0.075166,0.092997,0.000000,0.000000,0.074866,0.076967,0.000000,0.000000,0.168416,0.012572,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044547,0.025031,0.000000,0.000000,0.057446,0.006494,0.000000,0.000000,0.056834,0.002157,0.000000,0.000000,0.055500,0.007929,0.000000,0.000000,0.146506,0.067443,0.000000,0.000000,0.027255,0.156025,0.000000,0.000000,0.048806,0.099769,0.000000,0.000000,0.153167,0.045092,0.000000,0.000000,0.000000,0.000073,0.000000,0.000000,0.000000,0.000031,0.000000,0.000000,0.000000,0.000052,0.000000,0.000000,0.000000,0.000021,0.000000,0.000010,0.035830,0.030324,0.000000,0.000000,0.024174,0.042977,0.000000,0.000010,0.044858,0.018076,0.000000,0.000000,0.048774,0.011469,0.000000,0.000000,0.111313,0.094650,0.000000,0.000000,0.013786,0.155527,0.000000,0.000000,0.139996,0.029514,0.000000,0.000000,0.179929,0.018606,0.000000,0.000000,0.000169,0.000085,0.000000,0.000000,0.000063,0.000317,0.000000,0.000000,0.000159,0.000317,0.000000,0.000000,0.000127,0.000201,0.000000,0.000021,0.039509,0.024972,0.000000,0.000011,0.025067,0.043589,0.000000,0.000011,0.033313,0.022878,0.000000,0.000000,0.034592,0.025553,0.000000,0.000000,0.146183,0.080825,0.000000,0.000000,0.023439,0.140125,0.000000,0.000000,0.097984,0.068952,0.000000,0.000000,0.138063,0.053475,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.044616,0.018582,0.000000,0.000000,0.032940,0.029791,0.000000,0.000013,0.051225,0.005028,0.000000,0.000000,0.049825,0.002086,0.000000,0.000000,0.157276,0.073824,0.000000,0.000000,0.002255,0.166891,0.000000,0.000000,0.091305,0.079215,0.000000,0.000000,0.176960,0.018168,0.000000,0.000000,0.000024,0.000000,0.000000,0.000000,0.000133,0.000000,0.000000,0.000000,0.000097,0.000036,0.000000,0.000000,0.000048,0.000000,0.000000,0.000000,0.046423,0.026557,0.000000,0.000000,0.026677,0.048391,0.000000,0.000000,0.040988,0.020373,0.000000,0.000000,0.060577,0.010326,0.000000,0.000000,0.130936,0.048077,0.000000,0.000000,0.013586,0.167359,0.000000,0.000000,0.132107,0.019069,0.000000,0.000000,0.149377,0.058838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000025,0.000000,0.000000,0.000000,0.000049,0.000000,0.000000,0.000000,0.046289,0.021753,0.000000,0.000000,0.029759,0.038135,0.000000,0.000000,0.042852,0.016752,0.000000,0.000012,0.048260,0.017749,0.000000,0.000000,0.170510,0.057744,0.000000,0.000000,0.019338,0.149509,0.000000,0.000000,0.078339,0.079521,0.000000,0.000000,0.126955,0.056451,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048500,0.020857,0.000000,0.000000,0.055421,0.008326,0.000000,0.000000,0.056264,0.001186,0.000000,0.000000,0.058533,0.001509,0.000000,0.000000,0.162901,0.064247,0.000000,0.000000,0.024344,0.147279,0.000000,0.000000,0.052642,0.106575,0.000000,0.000000,0.158176,0.033242,0.000000,0.000000,0.000010,0.000000,0.000000,0.000000,0.000029,0.000000,0.000000,0.000000,0.000048,0.000010,0.000000,0.000000,0.000039,0.000000,0.000000,0.000000,0.042519,0.027738,0.000000,0.000000,0.033980,0.039466,0.000000,0.000000,0.052918,0.014364,0.000000,0.000039,0.059519,0.008810,0.000000,0.000000,0.108269,0.086898,0.000000,0.000000,0.014557,0.156477,0.000000,0.000000,0.142501,0.018676,0.000000,0.000000,0.153725,0.039408,0.000000,0.000000,0.000051,0.000000,0.000000,0.000000,0.000111,0.000000,0.000000,0.000000,0.000091,0.000000,0.000000,0.000000,0.000071,0.000000,0.000000,0.000000,0.043602,0.026191,0.000000,0.000020,0.035154,0.031547,0.000000,0.000000,0.034245,0.025666,0.000000,0.000000,0.044178,0.021088,0.000000,0.000000,0.167647,0.056435,0.000000,0.000000,0.025454,0.151075,0.000000,0.000000,0.069833,0.081312,0.000000,0.000000,0.123853,0.062376,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047063,0.027839,0.000000,0.000000,0.055879,0.018909,0.000000,0.000000,0.050796,0.025915,0.000000,0.000000,0.048772,0.020330,0.000000,0.000000,0.131987,0.065828,0.000000,0.000000,0.110049,0.053266,0.000000,0.000000,0.103301,0.072533,0.000000,0.000000,0.116466,0.051069,0.000000,0.000000,0.000158,0.000237,0.000000,0.000000,0.000111,0.000142,0.000000,0.000000,0.000032,0.000190,0.000000,0.000000,0.000047,0.000253,0.000000,0.000000,0.049316,0.024365,0.000000,0.000000,0.037513,0.037339,0.000000,0.000000,0.010474,0.054015,0.000000,0.000000,0.021280,0.041516,0.000000,0.000000,0.133929,0.070912,0.000000,0.000000,0.009224,0.155273,0.000000,0.000000,0.000174,0.175761,0.000000,0.000000,0.091986,0.085753,0.000000,0.000000,0.000248,0.000000,0.000000,0.000000,0.000186,0.000000,0.000000,0.000000,0.000326,0.000000,0.000000,0.000000,0.000248,0.000000,0.000000,0.000000,0.055376,0.024762,0.000000,0.000000,0.050470,0.029621,0.000000,0.000000,0.026004,0.042227,0.000000,0.000016,0.034853,0.031748,0.000000,0.000000,0.142469,0.049834,0.000000,0.000000,0.038687,0.118437,0.000000,0.000000,0.000171,0.173177,0.000000,0.000000,0.110659,0.070482,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.048756,0.027154,0.000000,0.000000,0.058206,0.017403,0.000000,0.000000,0.052877,0.025618,0.000000,0.000013,0.051670,0.018964,0.000000,0.000000,0.155601,0.048232,0.000000,0.000000,0.092578,0.066317,0.000000,0.000000,0.065962,0.108104,0.000000,0.000000,0.108104,0.054439,0.000000,0.000000,0.000074,0.000059,0.000000,0.000000,0.000118,0.000147,0.000000,0.000000,0.000088,0.000118,0.000000,0.000000,0.000088,0.000044,0.000000,0.000000,0.045684,0.031084,0.000000,0.000000,0.018647,0.061270,0.000000,0.000000,0.010729,0.043859,0.000000,0.000000,0.022533,0.038443,0.000000,0.000000,0.139495,0.041710,0.000000,0.000000,0.005298,0.170697,0.000000,0.000000,0.000000,0.173464,0.000000,0.000000,0.128869,0.067481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000107,0.000000,0.000000,0.000000,0.000013,0.000000,0.000000,0.000000,0.056950,0.024266,0.000000,0.000000,0.065713,0.016781,0.000000,0.000000,0.054339,0.025878,0.000000,0.000000,0.055511,0.017967,0.000000,0.000000,0.138831,0.051103,0.000000,0.000000,0.050184,0.107839,0.000000,0.000000,0.009936,0.152842,0.000000,0.000000,0.105042,0.066699,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.054659,0.026860,0.000000,0.000000,0.063628,0.018345,0.000000,0.000000,0.055003,0.030288,0.000000,0.000000,0.053297,0.023495,0.000000,0.000000,0.152300,0.047365,0.000000,0.000000,0.073755,0.067713,0.000000,0.000000,0.021945,0.148230,0.000000,0.000000,0.100819,0.062297,0.000000,0.000000,0.000000,0.000055,0.000000,0.000000,0.000000,0.000018,0.000000,0.000000,0.000129,0.000037,0.000000,0.000000,0.000129,0.000037,0.000000,0.000000,0.049767,0.033405,0.000000,0.000000,0.014430,0.064878,0.000000,0.000000,0.007491,0.037381,0.000000,0.000000,0.021810,0.037344,0.000000,0.000000,0.156259,0.009736,0.000000,0.000000,0.000000,0.189737,0.000000,0.000000,0.000000,0.171185,0.000000,0.000000,0.146025,0.060148,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.062246,0.023229,0.000000,0.000000,0.070466,0.016774,0.000000,0.000000,0.053851,0.026568,0.000000,0.000000,0.056697,0.019095,0.000000,0.000000,0.164510,0.024882,0.000000,0.000000,0.045122,0.100833,0.000000,0.000000,0.003228,0.164494,0.000000,0.000000,0.108989,0.059018,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055847,0.012424,0.000000,0.000000,0.065211,0.003783,0.000000,0.000000,0.063513,0.001009,0.000000,0.000118,0.052720,0.008238,0.000000,0.000000,0.150158,0.045374,0.000000,0.000000,0.070506,0.117628,0.000000,0.000000,0.060958,0.086376,0.000000,0.000000,0.157689,0.048450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063161,0.007478,0.000000,0.000000,0.065313,0.007937,0.000000,0.000000,0.051997,0.015486,0.000000,0.000000,0.044553,0.014710,0.000000,0.000000,0.175691,0.012188,0.000000,0.000000,0.045400,0.145583,0.000000,0.000000,0.032207,0.115969,0.000000,0.000000,0.122460,0.079865,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067949,0.006809,0.000000,0.000000,0.067966,0.005767,0.000000,0.000000,0.054783,0.013496,0.000000,0.000000,0.048860,0.013930,0.000000,0.000000,0.170861,0.012732,0.000000,0.000000,0.048408,0.138381,0.000000,0.000000,0.037917,0.107238,0.000000,0.000000,0.135098,0.069807,0.000000,B
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.073321,0.007389,0.000000,0.000000,0.066114,0.003194,0.000000,0.000000,0.065265,0.004943,0.000000,0.000030,0.073260,0.002375,0.000000,0.000000,0.175358,0.030940,0.000000,0.000000,0.061323,0.106130,0.000000,0.000000,0.072482,0.075878,0.000000,0.000000,0.159943,0.022055,0.000000,0.000000,0.000058,0.000000,0.000000,0.000000,0.000088,0.000000,0.000000,0.000000,0.000078,0.000000,0.000000,0.000000,0.000049,0.000000,0.000000,0.000000,0.053654,0.010583,0.000000,0.000000,0.039832,0.025514,0.000000,0.000000,0.073050,0.000019,0.000000,0.000000,0.085276,0.001906,0.000000,0.000000,0.115410,0.107250,0.000000,0.000000,0.027031,0.133182,0.000000,0.000000,0.151780,0.016964,0.000000,0.000000,0.135584,0.022693,0.000000,0.000000,0.000304,0.000000,0.000000,0.000000,0.000507,0.000010,0.000000,0.000000,0.000243,0.000304,0.000000,0.000000,0.000345,0.000081,0.000000,0.000000,0.059023,0.016368,0.000000,0.000000,0.037331,0.037503,0.000000,0.000000,0.027575,0.043882,0.000000,0.000000,0.039450,0.032950,0.000000,0.000000,0.187374,0.028457,0.000000,0.000000,0.026327,0.136028,0.000000,0.000000,0.075138,0.093180,0.000000,0.000000,0.089519,0.068100,0.000000,C
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000036,0.061624,0.013215,0.000000,0.000000,0.058731,0.008428,0.000000,0.000000,0.065519,0.000591,0.000000,0.000000,0.073850,0.000205,0.000000,0.000000,0.175300,0.048747,0.000000,0.000000,0.070523,0.092189,0.000000,0.000000,0.091032,0.071306,0.000000,0.000000,0.144723,0.023982,0.000000,0.000000,0.000115,0.000231,0.000000,0.000000,0.000115,0.000208,0.000000,0.000000,0.000081,0.000312,0.000000,0.000000,0.000104,0.000162,0.000000,0.000000,0.042403,0.022800,0.000000,0.000000,0.035037,0.031689,0.000000,0.000000,0.062825,0.009882,0.000000,0.000000,0.069982,0.017270,0.000000,0.000000,0.079864,0.146141,0.000000,0.000000,0.039886,0.112523,0.000000,0.000000,0.174401,0.005403,0.000000,0.000000,0.079622,0.068943,0.000000,0.000000,0.000000,0.000187,0.000000,0.000000,0.000000,0.000082,0.000000,0.000000,0.000035,0.000082,0.000000,0.000000,0.000012,0.000094,0.000000,0.000000,0.039498,0.036059,0.000000,0.000000,0.034187,0.039358,0.000000,0.000000,0.036351,0.041440,0.000000,0.000000,0.028957,0.045360,0.000000,0.000000,0.158918,0.058323,0.000000,0.000000,0.033918,0.121993,0.000000,0.000000,0.125924,0.049700,0.000000,0.000000,0.065776,0.083747,0.000000,C
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.056712,0.010667,0.000000,0.000000,0.053973,0.011427,0.000000,0.000000,0.062219,0.004738,0.000000,0.000000,0.069903,0.005732,0.000000,0.000000,0.169967,0.051111,0.000000,0.000000,0.055267,0.108818,0.000000,0.000000,0.102204,0.060014,0.000000,0.000000,0.145078,0.032170,0.000000,0.000000,0.000192,0.000128,0.000000,0.000000,0.000183,0.000128,0.000000,0.000000,0.000156,0.000092,0.000000,0.000000,0.000156,0.000082,0.000000,0.000000,0.054785,0.015131,0.000000,0.000000,0.045713,0.026363,0.000000,0.000073,0.056158,0.020724,0.000000,0.000000,0.064570,0.019177,0.000000,0.000000,0.153086,0.063581,0.000000,0.000000,0.034189,0.122329,0.000000,0.000000,0.144097,0.030390,0.000000,0.000000,0.080964,0.067554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.067964,0.011433,0.000000,0.000000,0.057955,0.009764,0.000000,0.000000,0.056494,0.010622,0.000000,0.000000,0.063516,0.011781,0.000000,0.000000,0.184958,0.026107,0.000000,0.000000,0.077304,0.086598,0.000000,0.000000,0.075325,0.081593,0.000000,0.000000,0.144628,0.033959,0.000000,C
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000012,0.045650,0.019931,0.000000,0.000000,0.048678,0.011577,0.000000,0.000000,0.049177,0.008415,0.000000,0.000000,0.051767,0.007673,0.000000,0.000000,0.144271,0.079152,0.000000,0.000000,0.015359,0.167741,0.000000,0.000000,0.073607,0.082338,0.000000,0.000000,0.152625,0.042026,0.000000,0.000000,0.000011,0.000053,0.000000,0.000000,0.000074,0.000053,0.000000,0.000000,0.000063,0.000053,0.000000,0.000000,0.000042,0.000053,0.000000,0.000000,0.056411,0.009973,0.000000,0.000000,0.053434,0.021693,0.000000,0.000000,0.064049,0.007617,0.000000,0.000000,0.075169,0.008185,0.000000,0.000000,0.137020,0.064386,0.000000,0.000000,0.021462,0.147793,0.000000,0.000000,0.080935,0.082976,0.000000,0.000000,0.126794,0.041703,0.000000,0.000000,0.000057,0.000343,0.000000,0.000000,0.000080,0.000206,0.000000,0.000000,0.000000,0.000343,0.000000,0.000000,0.000011,0.000343,0.000000,0.000000,0.040888,0.031198,0.000000,0.000011,0.026668,0.042044,0.000000,0.000011,0.031690,0.029562,0.000000,0.000011,0.046608,0.024197,0.000000,0.000000,0.156666,0.054571,0.000000,0.000000,0.023808,0.145809,0.000000,0.000000,0.084351,0.074409,0.000000,0.000000,0.130227,0.055887,0.000000,C
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.047144,0.019192,0.000000,0.000013,0.052699,0.009835,0.000000,0.000000,0.053816,0.004665,0.000000,0.000000,0.057165,0.000292,0.000000,0.000000,0.131423,0.086393,0.000000,0.000000,0.021851,0.158098,0.000000,0.000000,0.080877,0.077634,0.000000,0.000000,0.149791,0.049111,0.000000,0.000000,0.000000,0.000079,0.000000,0.000000,0.000057,0.000090,0.000000,0.000000,0.000102,0.000113,0.000000,0.000000,0.000023,0.000079,0.000000,0.000000,0.055390,0.010655,0.000000,0.000000,0.053004,0.021661,0.000000,0.000000,0.061363,0.011424,0.000000,0.000000,0.071859,0.008608,0.000000,0.000000,0.121402,0.081689,0.000000,0.000000,0.030280,0.131944,0.000000,0.000000,0.116029,0.055266,0.000000,0.000000,0.135959,0.032927,0.000000,0.000000,0.000159,0.000317,0.000000,0.000000,0.000171,0.000293,0.000000,0.000000,0.000146,0.000220,0.000000,0.000000,0.000159,0.000220,0.000000,0.000012,0.051028,0.025130,0.000000,0.000000,0.031583,0.037988,0.000000,0.000012,0.041623,0.021824,0.000000,0.000000,0.052578,0.018933,0.000000,0.000000,0.148596,0.066948,0.000000,0.000000,0.022727,0.140496,0.000000,0.000000,0.089772,0.072791,0.000000,0.000000,0.125393,0.050882,0.000000,C
